route,origin,dest,n_flights,avg_arr_delay,avg_dep_delay,pct_arr_del15
BUR-SFO,BUR,SFO,522,15.509578544061302,15.814176245210728,0.3390804597701149
BUR-SJC,BUR,SJC,365,-2.5315068493150683,4.235616438356164,0.12054794520547946
BUR-SLC,BUR,SLC,230,-1.2391304347826086,8.482608695652173,0.11739130434782609
BUR-SMF,BUR,SMF,399,-3.418546365914787,4.421052631578948,0.12531328320802004
BUR-STS,BUR,STS,34,26.38235294117647,25.029411764705884,0.38235294117647056
BWI-ABQ,BWI,ABQ,59,1.8983050847457628,11.847457627118644,0.2711864406779661
BWI-ALB,BWI,ALB,277,7.9422382671480145,13.866425992779783,0.2779783393501805
BWI-ATL,BWI,ATL,808,3.227722772277228,9.301980198019802,0.2042079207920792
BWI-AUS,BWI,AUS,188,1.3138297872340425,8.75,0.2127659574468085
BWI-AVL,BWI,AVL,2,-6.0,-7.5,0.0
BWI-BDL,BWI,BDL,238,12.72689075630252,15.823529411764707,0.29831932773109243
BWI-BHM,BWI,BHM,52,-1.2307692307692308,8.115384615384615,0.1346153846153846
BWI-BNA,BWI,BNA,253,-1.3122529644268774,9.474308300395258,0.19367588932806323
BWI-BOS,BWI,BOS,530,5.362264150943396,10.369811320754717,0.20943396226415095
BWI-BUF,BWI,BUF,246,12.191056910569106,16.004065040650406,0.3008130081300813
BWI-CHS,BWI,CHS,170,4.141176470588236,10.905882352941177,0.18823529411764706
BWI-CLE,BWI,CLE,145,10.689655172413794,19.586206896551722,0.2827586206896552
BWI-CLT,BWI,CLT,418,1.1913875598086126,9.401913875598087,0.1937799043062201
BWI-CMH,BWI,CMH,149,4.295302013422819,11.778523489932885,0.2214765100671141
BWI-CVG,BWI,CVG,111,2.675675675675676,9.486486486486486,0.18018018018018017
BWI-DAL,BWI,DAL,247,1.105263157894737,13.473684210526315,0.22267206477732793
BWI-DEN,BWI,DEN,440,-3.661363636363636,10.922727272727272,0.175
BWI-DFW,BWI,DFW,230,14.230434782608695,21.604347826086958,0.21304347826086956
BWI-DTW,BWI,DTW,291,4.120274914089347,10.745704467353951,0.21993127147766323
BWI-FLL,BWI,FLL,652,7.47239263803681,11.484662576687116,0.25920245398773006
BWI-GRR,BWI,GRR,57,2.087719298245614,6.508771929824562,0.17543859649122806
BWI-GSP,BWI,GSP,60,10.75,16.933333333333334,0.26666666666666666
BWI-HOU,BWI,HOU,174,6.660919540229885,14.833333333333334,0.27586206896551724
BWI-IAH,BWI,IAH,135,-9.311111111111112,0.4222222222222222,0.1037037037037037
BWI-IND,BWI,IND,166,-0.536144578313253,6.945783132530121,0.1686746987951807
BWI-ISP,BWI,ISP,206,9.45631067961165,12.990291262135923,0.27184466019417475
BWI-JAN,BWI,JAN,51,-0.6274509803921569,6.509803921568627,0.13725490196078433
BWI-JAX,BWI,JAX,231,3.0865800865800868,9.757575757575758,0.19913419913419914
BWI-JFK,BWI,JFK,110,11.336363636363636,22.154545454545456,0.21818181818181817
BWI-LAS,BWI,LAS,261,0.7547892720306514,17.134099616858236,0.24521072796934865
BWI-LAX,BWI,LAX,226,-6.668141592920354,11.163716814159292,0.18584070796460178
BWI-MCI,BWI,MCI,82,1.0609756097560976,12.121951219512194,0.23170731707317074
BWI-MCO,BWI,MCO,941,5.267800212539851,10.560042507970245,0.22104144527098832
BWI-MDW,BWI,MDW,233,0.8540772532188842,10.854077253218884,0.1630901287553648
BWI-MEM,BWI,MEM,37,-2.3513513513513513,17.43243243243243,0.16216216216216217
BWI-MHT,BWI,MHT,226,7.938053097345133,14.327433628318584,0.24778761061946902
BWI-MIA,BWI,MIA,474,9.025316455696203,13.470464135021096,0.25949367088607594
BWI-MKE,BWI,MKE,108,0.9166666666666666,12.018518518518519,0.16666666666666666
BWI-MSP,BWI,MSP,170,-4.458823529411765,6.0058823529411764,0.08235294117647059
BWI-MSY,BWI,MSY,131,9.053435114503817,15.526717557251908,0.26717557251908397
BWI-MYR,BWI,MYR,144,1.8888888888888888,9.409722222222221,0.19444444444444445
BWI-OAK,BWI,OAK,59,1.0847457627118644,17.152542372881356,0.2542372881355932
BWI-ORD,BWI,ORD,405,4.214814814814815,13.33827160493827,0.17530864197530865
BWI-ORF,BWI,ORF,241,8.564315352697095,15.302904564315353,0.2572614107883817
BWI-PBI,BWI,PBI,239,4.497907949790795,12.891213389121338,0.2301255230125523
BWI-PGD,BWI,PGD,4,-11.5,-5.0,0.0
BWI-PHX,BWI,PHX,157,-3.4522292993630574,13.318471337579618,0.21656050955414013
BWI-PIT,BWI,PIT,178,1.7865168539325842,10.308988764044944,0.15730337078651685
BWI-PVD,BWI,PVD,259,6.864864864864865,13.505791505791505,0.19305019305019305
BWI-PWM,BWI,PWM,169,5.579881656804734,9.307692307692308,0.23668639053254437
BWI-RDU,BWI,RDU,286,3.1433566433566433,10.951048951048952,0.21678321678321677
BWI-ROC,BWI,ROC,186,9.279569892473118,15.60752688172043,0.24731182795698925
BWI-RSW,BWI,RSW,229,11.786026200873362,14.02183406113537,0.28820960698689957
BWI-SAN,BWI,SAN,102,-6.46078431372549,12.382352941176471,0.18627450980392157
BWI-SAT,BWI,SAT,113,2.4070796460176993,11.150442477876107,0.2831858407079646
BWI-SAV,BWI,SAV,120,4.883333333333334,9.333333333333334,0.23333333333333334
BWI-SDF,BWI,SDF,117,1.4188034188034189,11.384615384615385,0.20512820512820512
BWI-SEA,BWI,SEA,40,0.275,14.775,0.225
BWI-SFO,BWI,SFO,45,-13.0,0.4222222222222222,0.15555555555555556
BWI-SJU,BWI,SJU,244,8.401639344262295,17.5,0.29508196721311475
BWI-SLC,BWI,SLC,120,8.625,22.0,0.21666666666666667
BWI-SRQ,BWI,SRQ,253,4.600790513833992,10.8300395256917,0.2648221343873518
BWI-STL,BWI,STL,172,-0.37209302325581395,9.476744186046512,0.16279069767441862
BWI-SYR,BWI,SYR,171,3.0760233918128654,11.842105263157896,0.16374269005847952
BWI-TPA,BWI,TPA,515,5.963106796116505,9.576699029126214,0.21165048543689322
BZN-ATL,BZN,ATL,64,6.109375,10.21875,0.234375
BZN-AUS,BZN,AUS,1,18.0,30.0,1.0
BZN-AZA,BZN,AZA,16,-9.4375,-1.625,0.125
BZN-BNA,BZN,BNA,16,92.4375,98.875,0.1875
BZN-BOS,BZN,BOS,10,53.5,44.5,0.6
BZN-DEN,BZN,DEN,363,13.214876033057852,14.402203856749312,0.23415977961432508
BZN-DFW,BZN,DFW,108,59.120370370370374,60.388888888888886,0.28703703703703703
BZN-EWR,BZN,EWR,58,-2.413793103448276,3.8448275862068964,0.13793103448275862
BZN-IAH,BZN,IAH,22,58.5,60.18181818181818,0.36363636363636365
BZN-JFK,BZN,JFK,8,18.875,12.375,0.25
BZN-LAS,BZN,LAS,128,8.8984375,10.1328125,0.2890625
BZN-LAX,BZN,LAX,186,3.6774193548387095,4.118279569892473,0.1774193548387097
BZN-MSP,BZN,MSP,109,7.908256880733945,7.064220183486238,0.21100917431192662
BZN-ORD,BZN,ORD,140,35.58571428571429,38.15,0.18571428571428572
BZN-PDX,BZN,PDX,8,10.25,8.5,0.25
BZN-SAN,BZN,SAN,21,10.476190476190476,1.6666666666666667,0.3333333333333333
BZN-SEA,BZN,SEA,119,7.285714285714286,10.563025210084033,0.19327731092436976
BZN-SFO,BZN,SFO,56,29.107142857142858,31.660714285714285,0.39285714285714285
BZN-SLC,BZN,SLC,176,20.84659090909091,23.272727272727273,0.24431818181818182
CAE-ATL,CAE,ATL,339,-5.864306784660767,3.03834808259587,0.09734513274336283
CAE-CLT,CAE,CLT,129,1.9534883720930232,9.054263565891473,0.13953488372093023
CAE-DCA,CAE,DCA,154,5.01948051948052,8.74025974025974,0.21428571428571427
CAE-DFW,CAE,DFW,118,27.6864406779661,28.95762711864407,0.3050847457627119
CAE-LGA,CAE,LGA,93,-9.043010752688172,-2.053763440860215,0.10752688172043011
CAE-ORD,CAE,ORD,115,2.1652173913043478,3.217391304347826,0.1565217391304348
CAK-BNA,CAK,BNA,16,-34.375,-16.875,0.0625
CAK-CLT,CAK,CLT,177,-2.6610169491525424,3.4180790960451977,0.13559322033898305
CAK-DCA,CAK,DCA,58,-8.120689655172415,-0.3620689655172414,0.08620689655172414
CAK-FLL,CAK,FLL,17,12.117647058823529,20.705882352941178,0.17647058823529413
CAK-ORD,CAK,ORD,156,17.98076923076923,22.666666666666668,0.2948717948717949
CAK-PGD,CAK,PGD,17,0.23529411764705882,9.235294117647058,0.23529411764705882
CAK-PIE,CAK,PIE,16,-9.5,-4.8125,0.125
CAK-SAV,CAK,SAV,17,4.352941176470588,13.705882352941176,0.29411764705882354
CAK-SFB,CAK,SFB,17,10.941176470588236,14.117647058823529,0.17647058823529413
CAK-SRQ,CAK,SRQ,17,-18.58823529411765,-3.9411764705882355,0.0
CDC-SLC,CDC,SLC,102,-7.921568627450981,1.1764705882352942,0.08823529411764706
CDV-ANC,CDV,ANC,55,-0.07272727272727272,-2.018181818181818,0.2
CDV-YAK,CDV,YAK,58,-1.7413793103448276,5.706896551724138,0.1724137931034483
CHA-ATL,CHA,ATL,330,-1.4303030303030304,6.930303030303031,0.12121212121212122
CHA-CLT,CHA,CLT,173,9.040462427745664,9.335260115606937,0.2138728323699422
CHA-DCA,CHA,DCA,41,7.414634146341464,7.365853658536586,0.24390243902439024
CHA-DFW,CHA,DFW,169,3.5384615384615383,9.840236686390533,0.21301775147928995
CHA-DTW,CHA,DTW,40,3.875,10.75,0.175
CHA-ORD,CHA,ORD,155,15.587096774193549,14.96774193548387,0.2838709677419355
CHA-PIE,CHA,PIE,17,33.64705882352941,27.705882352941178,0.47058823529411764
CHA-SFB,CHA,SFB,17,6.882352941176471,9.235294117647058,0.23529411764705882
CHO-ATL,CHO,ATL,167,0.16766467065868262,6.473053892215569,0.15568862275449102
CHO-LGA,CHO,LGA,229,7.842794759825328,8.602620087336245,0.24890829694323144
CHO-ORD,CHO,ORD,54,0.6296296296296297,1.4814814814814814,0.12962962962962962
CHS-ATL,CHS,ATL,391,-1.2429667519181586,5.086956521739131,0.10485933503836317
CHS-BNA,CHS,BNA,102,1.3529411764705883,6.362745098039215,0.12745098039215685
CHS-BOS,CHS,BOS,132,9.325757575757576,17.348484848484848,0.2196969696969697
CHS-BWI,CHS,BWI,170,-2.264705882352941,4.3882352941176475,0.10588235294117647
CHS-CLT,CHS,CLT,442,6.02262443438914,10.46606334841629,0.14705882352941177
CHS-CVG,CHS,CVG,16,-5.0625,-5.75,0.0625
CHS-DAL,CHS,DAL,21,-3.9523809523809526,1.1904761904761905,0.09523809523809523
CHS-DCA,CHS,DCA,269,11.684014869888475,9.754646840148698,0.21189591078066913
CHS-DEN,CHS,DEN,119,4.100840336134453,10.638655462184873,0.21008403361344538
CHS-DFW,CHS,DFW,160,31.55625,33.89375,0.2625
CHS-DTW,CHS,DTW,7,-8.714285714285714,0.5714285714285714,0.14285714285714285
CHS-EWR,CHS,EWR,232,-7.7844827586206895,4.318965517241379,0.08620689655172414
CHS-FLL,CHS,FLL,104,8.163461538461538,13.596153846153847,0.2403846153846154
CHS-HOU,CHS,HOU,2,0.5,-2.0,0.0
CHS-IAD,CHS,IAD,113,7.876106194690266,9.619469026548673,0.1415929203539823
CHS-IAH,CHS,IAH,56,22.142857142857142,25.642857142857142,0.25
CHS-JFK,CHS,JFK,240,7.408333333333333,16.470833333333335,0.16666666666666666
CHS-LAS,CHS,LAS,30,17.533333333333335,12.366666666666667,0.4
CHS-LGA,CHS,LGA,219,1.7168949771689497,10.506849315068493,0.1141552511415525
CHS-MDW,CHS,MDW,67,11.074626865671641,15.895522388059701,0.1791044776119403
CHS-MIA,CHS,MIA,119,20.689075630252102,21.445378151260503,0.33613445378151263
CHS-MSP,CHS,MSP,7,-19.714285714285715,0.2857142857142857,0.0
CHS-ORD,CHS,ORD,173,-1.1849710982658959,5.502890173410405,0.13872832369942195
CHS-PHL,CHS,PHL,118,9.338983050847459,16.52542372881356,0.23728813559322035
CHS-PIT,CHS,PIT,4,-8.25,-3.25,0.0
CHS-RSW,CHS,RSW,19,1.105263157894737,9.526315789473685,0.15789473684210525
CHS-SEA,CHS,SEA,43,-16.511627906976745,0.6976744186046512,0.023255813953488372
CHS-TPA,CHS,TPA,26,-8.692307692307692,5.615384615384615,0.15384615384615385
CID-ATL,CID,ATL,62,45.54838709677419,54.645161290322584,0.20967741935483872
CID-AZA,CID,AZA,42,-0.023809523809523808,13.666666666666666,0.14285714285714285
CID-BNA,CID,BNA,15,12.266666666666667,13.533333333333333,0.3333333333333333
CID-CLT,CID,CLT,57,20.280701754385966,32.21052631578947,0.19298245614035087
CID-DCA,CID,DCA,85,22.647058823529413,21.811764705882354,0.3176470588235294
CID-DEN,CID,DEN,125,15.128,17.344,0.176
CID-DFW,CID,DFW,150,18.713333333333335,32.13333333333333,0.26
CID-FLL,CID,FLL,16,-7.6875,1.75,0.25
CID-LAS,CID,LAS,16,0.625,13.625,0.1875
CID-MCO,CID,MCO,6,-2.8333333333333335,4.666666666666667,0.5
CID-MIA,CID,MIA,6,-1.6666666666666667,-2.0,0.0
CID-MSP,CID,MSP,114,15.62280701754386,27.517543859649123,0.19298245614035087
CID-ORD,CID,ORD,236,23.991525423728813,29.076271186440678,0.24152542372881355
CID-PGD,CID,PGD,33,37.36363636363637,43.39393939393939,0.36363636363636365
CID-PHX,CID,PHX,58,10.89655172413793,19.362068965517242,0.27586206896551724
CID-PIE,CID,PIE,21,-22.0,-8.571428571428571,0.0
CID-SFB,CID,SFB,23,5.739130434782608,13.217391304347826,0.2608695652173913
CID-SRQ,CID,SRQ,17,-10.117647058823529,-4.470588235294118,0.11764705882352941
CIU-DTW,CIU,DTW,58,55.724137931034484,63.60344827586207,0.3103448275862069
CIU-MSP,CIU,MSP,54,32.2962962962963,39.370370370370374,0.24074074074074073
CKB-PIE,CKB,PIE,9,133.22222222222223,137.44444444444446,0.2222222222222222
CKB-SFB,CKB,SFB,19,8.789473684210526,10.578947368421053,0.21052631578947367
CLE-ATL,CLE,ATL,411,-4.180048661800487,5.54014598540146,0.145985401459854
CLE-BNA,CLE,BNA,123,-3.3008130081300813,7.390243902439025,0.13821138211382114
CLE-BOS,CLE,BOS,213,4.68075117370892,7.136150234741784,0.20657276995305165
CLE-BWI,CLE,BWI,145,-10.441379310344828,0.496551724137931,0.11724137931034483
CLE-CLT,CLE,CLT,284,5.595070422535211,12.602112676056338,0.1619718309859155
CLE-DCA,CLE,DCA,201,8.074626865671641,11.014925373134329,0.19900497512437812
CLE-DEN,CLE,DEN,258,-6.728682170542636,7.182170542635659,0.15503875968992248
CLE-DFW,CLE,DFW,233,7.982832618025751,16.386266094420602,0.2703862660944206
CLE-DTW,CLE,DTW,177,3.76271186440678,13.135593220338983,0.1807909604519774
CLE-EWR,CLE,EWR,302,-10.07615894039735,-0.7218543046357616,0.0695364238410596
CLE-FLL,CLE,FLL,221,-2.583710407239819,5.65158371040724,0.18552036199095023
CLE-IAD,CLE,IAD,95,-6.747368421052632,-2.126315789473684,0.08421052631578947
CLE-IAH,CLE,IAH,175,-0.10857142857142857,6.908571428571428,0.17142857142857143
CLE-JFK,CLE,JFK,266,-3.345864661654135,3.7969924812030076,0.11654135338345864
CLE-LAS,CLE,LAS,100,33.43,43.6,0.53
CLE-LAX,CLE,LAX,71,-14.549295774647888,-0.5774647887323944,0.04225352112676056
CLE-LGA,CLE,LGA,386,6.72279792746114,11.821243523316062,0.14248704663212436
CLE-MCO,CLE,MCO,401,12.094763092269327,19.630922693266832,0.23192019950124687
CLE-MDW,CLE,MDW,175,-1.92,7.771428571428571,0.16
CLE-MIA,CLE,MIA,96,4.447916666666667,13.125,0.19791666666666666
CLE-MSP,CLE,MSP,165,-2.8424242424242423,7.739393939393939,0.1393939393939394
CLE-ORD,CLE,ORD,386,4.655440414507772,10.683937823834198,0.13730569948186527
CLE-PHL,CLE,PHL,59,11.389830508474576,14.525423728813559,0.2711864406779661
CLE-PHX,CLE,PHX,166,4.132530120481928,15.204819277108435,0.18072289156626506
CLE-PIT,CLE,PIT,34,-4.382352941176471,-5.411764705882353,0.14705882352941177
CLE-RSW,CLE,RSW,233,6.789699570815451,13.965665236051501,0.2017167381974249
CLE-SEA,CLE,SEA,21,7.285714285714286,18.428571428571427,0.14285714285714285
CLE-SFO,CLE,SFO,51,-4.196078431372549,1.607843137254902,0.19607843137254902
CLE-SJU,CLE,SJU,24,8.75,6.916666666666667,0.2916666666666667
CLE-SRQ,CLE,SRQ,65,26.53846153846154,29.138461538461538,0.4
CLE-STL,CLE,STL,109,-1.651376146788991,6.568807339449541,0.1651376146788991
CLE-TPA,CLE,TPA,241,8.423236514522822,13.850622406639005,0.2821576763485477
CLL-DFW,CLL,DFW,175,6.8742857142857146,8.257142857142858,0.17714285714285713
CLT-ABE,CLT,ABE,176,4.545454545454546,6.965909090909091,0.13068181818181818
CLT-AGS,CLT,AGS,36,3.8333333333333335,6.638888888888889,0.16666666666666666
CLT-ALB,CLT,ALB,179,14.502793296089385,17.223463687150836,0.22905027932960895
CLT-ATL,CLT,ATL,731,1.7045143638850888,11.146374829001369,0.16279069767441862
CLT-ATW,CLT,ATW,58,15.689655172413794,16.103448275862068,0.3793103448275862
CLT-AUS,CLT,AUS,285,6.5473684210526315,10.098245614035088,0.256140350877193
CLT-AVL,CLT,AVL,388,2.3788659793814433,4.72680412371134,0.15979381443298968
CLT-AVP,CLT,AVP,179,30.01675977653631,31.837988826815643,0.30726256983240224
CLT-BDL,CLT,BDL,234,10.47008547008547,13.427350427350428,0.26495726495726496
CLT-BHM,CLT,BHM,344,3.2238372093023258,7.723837209302325,0.1686046511627907
CLT-BNA,CLT,BNA,584,5.402397260273973,9.20890410958904,0.20205479452054795
CLT-BOS,CLT,BOS,702,9.874643874643874,15.101139601139602,0.24074074074074073
CLT-BTR,CLT,BTR,119,0.8151260504201681,6.61344537815126,0.15126050420168066
CLT-BTV,CLT,BTV,56,14.732142857142858,9.625,0.39285714285714285
CLT-BUF,CLT,BUF,168,13.05952380952381,15.5,0.23809523809523808
CLT-BWI,CLT,BWI,418,8.691387559808613,11.557416267942584,0.22248803827751196
CLT-CAE,CLT,CAE,129,2.4263565891472867,8.465116279069768,0.14728682170542637
CLT-CAK,CLT,CAK,175,8.971428571428572,11.76,0.2571428571428571
CLT-CHA,CLT,CHA,174,2.028735632183908,5.258620689655173,0.1724137931034483
CLT-CHS,CLT,CHS,442,4.138009049773756,10.986425339366516,0.1832579185520362
CLT-CID,CLT,CID,57,34.175438596491226,37.56140350877193,0.2982456140350877
CLT-CLE,CLT,CLE,284,8.658450704225352,13.919014084507042,0.24647887323943662
CLT-CMH,CLT,CMH,290,17.217241379310344,20.517241379310345,0.28620689655172415
CLT-CRW,CLT,CRW,175,7.394285714285714,8.165714285714285,0.24571428571428572
CLT-CVG,CLT,CVG,290,18.651724137931033,20.93103448275862,0.30344827586206896
CLT-DAB,CLT,DAB,196,5.112244897959184,10.653061224489797,0.1836734693877551
CLT-DAL,CLT,DAL,60,5.466666666666667,6.683333333333334,0.16666666666666666
CLT-DAY,CLT,DAY,210,6.476190476190476,10.41904761904762,0.19047619047619047
CLT-DCA,CLT,DCA,519,14.58766859344894,16.803468208092486,0.28709055876685935
CLT-DEN,CLT,DEN,455,2.5802197802197804,10.043956043956044,0.21978021978021978
CLT-DFW,CLT,DFW,645,5.613953488372093,10.350387596899225,0.24651162790697675
CLT-DSM,CLT,DSM,117,7.0085470085470085,17.60683760683761,0.28205128205128205
CLT-DTW,CLT,DTW,460,3.608695652173913,9.076086956521738,0.15434782608695652
CLT-ECP,CLT,ECP,150,2.0533333333333332,6.92,0.14
CLT-EWR,CLT,EWR,550,6.110909090909091,13.294545454545455,0.18363636363636363
CLT-EYW,CLT,EYW,288,12.63888888888889,13.694444444444445,0.2222222222222222
CLT-FAY,CLT,FAY,44,-6.636363636363637,1.2045454545454546,0.11363636363636363
CLT-FLL,CLT,FLL,648,10.078703703703704,15.027777777777779,0.24537037037037038
CLT-GNV,CLT,GNV,7,2.0,3.142857142857143,0.14285714285714285
CLT-GPT,CLT,GPT,119,7.008403361344538,6.92436974789916,0.24369747899159663
CLT-GRR,CLT,GRR,169,8.390532544378699,11.44378698224852,0.31952662721893493
CLT-GSO,CLT,GSO,408,0.23774509803921567,9.068627450980392,0.16666666666666666
CLT-GSP,CLT,GSP,497,6.766599597585513,10.774647887323944,0.15090543259557343
CLT-HHH,CLT,HHH,117,0.5897435897435898,9.564102564102564,0.17094017094017094
CLT-HOU,CLT,HOU,7,-1.1428571428571428,0.0,0.2857142857142857
CLT-HPN,CLT,HPN,200,4.98,4.08,0.185
CLT-HSV,CLT,HSV,164,7.103658536585366,11.573170731707316,0.21951219512195122
CLT-IAD,CLT,IAD,299,2.5217391304347827,9.555183946488294,0.13712374581939799
CLT-IAH,CLT,IAH,381,3.057742782152231,9.561679790026247,0.1942257217847769
CLT-ILM,CLT,ILM,404,7.106435643564357,13.111386138613861,0.22524752475247525
CLT-IND,CLT,IND,291,7.5395189003436425,12.082474226804123,0.20618556701030927
CLT-JAN,CLT,JAN,49,3.0408163265306123,-1.4285714285714286,0.32653061224489793
CLT-JAX,CLT,JAX,400,9.3825,12.1875,0.23
CLT-JFK,CLT,JFK,501,13.271457085828343,17.726546906187625,0.23353293413173654
CLT-LAS,CLT,LAS,404,7.507425742574258,16.014851485148515,0.26732673267326734
CLT-LAX,CLT,LAX,458,4.327510917030568,12.779475982532752,0.22489082969432314
CLT-LEX,CLT,LEX,285,5.743859649122807,9.898245614035087,0.18947368421052632
CLT-LFT,CLT,LFT,58,6.689655172413793,7.4655172413793105,0.27586206896551724
CLT-LGA,CLT,LGA,890,8.624719101123596,13.812359550561798,0.23707865168539327
CLT-LIT,CLT,LIT,184,12.11413043478261,17.16304347826087,0.2554347826086957
CLT-MCI,CLT,MCI,185,8.362162162162162,12.027027027027026,0.24864864864864866
CLT-MCO,CLT,MCO,973,10.752312435765672,13.0,0.24768756423432683
CLT-MDT,CLT,MDT,105,0.21904761904761905,3.8857142857142857,0.11428571428571428
CLT-MDW,CLT,MDW,108,-0.8333333333333334,7.037037037037037,0.16666666666666666
CLT-MEM,CLT,MEM,288,11.590277777777779,15.222222222222221,0.2638888888888889
CLT-MHT,CLT,MHT,115,4.591304347826087,10.078260869565218,0.17391304347826086
CLT-MIA,CLT,MIA,551,11.5989110707804,13.070780399274048,0.24682395644283123
CLT-MKE,CLT,MKE,166,7.325301204819277,10.957831325301205,0.21686746987951808
CLT-MLB,CLT,MLB,180,3.033333333333333,12.166666666666666,0.21666666666666667
CLT-MLI,CLT,MLI,110,3.4454545454545453,10.554545454545455,0.18181818181818182
CLT-MSN,CLT,MSN,120,12.691666666666666,18.75,0.2833333333333333
CLT-MSP,CLT,MSP,341,-4.44574780058651,8.958944281524927,0.14076246334310852
CLT-MSY,CLT,MSY,282,6.212765957446808,10.670212765957446,0.2127659574468085
CLT-MYR,CLT,MYR,377,6.323607427055703,11.047745358090186,0.18037135278514588
CLT-OAJ,CLT,OAJ,25,0.32,3.2,0.12
CLT-OKC,CLT,OKC,120,8.933333333333334,18.091666666666665,0.31666666666666665
CLT-OMA,CLT,OMA,120,2.658333333333333,11.816666666666666,0.2
CLT-ONT,CLT,ONT,60,9.766666666666667,16.2,0.2833333333333333
CLT-ORD,CLT,ORD,669,7.426008968609866,13.433482810164424,0.19880418535127056
CLT-ORF,CLT,ORF,385,12.028571428571428,16.763636363636362,0.2519480519480519
CLT-PBI,CLT,PBI,403,6.054590570719603,9.11910669975186,0.228287841191067
CLT-PDX,CLT,PDX,60,24.783333333333335,37.583333333333336,0.23333333333333334
CLT-PHL,CLT,PHL,613,16.115823817292007,18.887438825448612,0.2707993474714519
CLT-PHX,CLT,PHX,472,1.1419491525423728,11.63135593220339,0.19915254237288135
CLT-PIA,CLT,PIA,113,7.15929203539823,8.752212389380531,0.24778761061946902
CLT-PIT,CLT,PIT,289,14.114186851211073,18.68166089965398,0.27335640138408307
CLT-PNS,CLT,PNS,286,10.923076923076923,14.786713286713287,0.26223776223776224
CLT-PVD,CLT,PVD,183,16.530054644808743,21.715846994535518,0.23497267759562843
CLT-PWM,CLT,PWM,60,23.566666666666666,26.433333333333334,0.4
CLT-RDU,CLT,RDU,582,10.474226804123711,13.328178694158076,0.2611683848797251
CLT-RIC,CLT,RIC,357,11.098039215686274,13.243697478991596,0.24369747899159663
CLT-ROA,CLT,ROA,73,8.63013698630137,6.219178082191781,0.2328767123287671
CLT-ROC,CLT,ROC,179,12.558659217877095,15.636871508379889,0.25139664804469275
CLT-RSW,CLT,RSW,403,5.359801488833747,10.41439205955335,0.21836228287841192
CLT-SAN,CLT,SAN,229,7.934497816593886,13.930131004366812,0.27074235807860264
CLT-SAT,CLT,SAT,230,6.413043478260869,12.804347826086957,0.22608695652173913
CLT-SAV,CLT,SAV,372,6.026881720430108,13.28763440860215,0.20698924731182797
CLT-SBN,CLT,SBN,163,10.595092024539877,11.83435582822086,0.26993865030674846
CLT-SDF,CLT,SDF,290,10.375862068965517,14.637931034482758,0.2517241379310345
CLT-SEA,CLT,SEA,165,-0.4909090909090909,15.375757575757575,0.18181818181818182
CLT-SFO,CLT,SFO,231,19.233766233766232,27.285714285714285,0.341991341991342
CLT-SGF,CLT,SGF,167,7.263473053892215,9.365269461077844,0.2994011976047904
CLT-SHV,CLT,SHV,117,-1.6923076923076923,7.034188034188034,0.1623931623931624
CLT-SJU,CLT,SJU,223,-2.004484304932735,8.659192825112108,0.16143497757847533
CLT-SLC,CLT,SLC,148,2.0337837837837838,15.047297297297296,0.17567567567567569
CLT-SMF,CLT,SMF,60,24.4,34.416666666666664,0.38333333333333336
CLT-SNA,CLT,SNA,60,-1.0,12.883333333333333,0.16666666666666666
CLT-SRQ,CLT,SRQ,342,16.461988304093566,19.72514619883041,0.26900584795321636
CLT-STL,CLT,STL,287,7.43205574912892,11.470383275261325,0.20557491289198607
CLT-STT,CLT,STT,118,-1.7203389830508475,5.483050847457627,0.11864406779661017
CLT-STX,CLT,STX,60,0.03333333333333333,8.5,0.18333333333333332
CLT-SYR,CLT,SYR,178,20.1123595505618,22.971910112359552,0.28651685393258425
CLT-TLH,CLT,TLH,124,2.5725806451612905,8.806451612903226,0.1532258064516129
CLT-TPA,CLT,TPA,631,8.10459587955626,9.091917591125197,0.23771790808240886
CLT-TRI,CLT,TRI,41,-4.463414634146342,-3.5365853658536586,0.12195121951219512
CLT-TUL,CLT,TUL,120,0.041666666666666664,8.533333333333333,0.18333333333333332
CLT-TYS,CLT,TYS,389,6.997429305912596,9.519280205655527,0.20308483290488433
CLT-VPS,CLT,VPS,178,4.589887640449438,7.455056179775281,0.2303370786516854
CLT-XNA,CLT,XNA,236,7.741525423728813,9.580508474576272,0.2796610169491525
CMH-ATL,CMH,ATL,431,0.42923433874709976,4.183294663573085,0.14153132250580047
CMH-AUS,CMH,AUS,52,-7.1923076923076925,3.2884615384615383,0.057692307692307696
CMH-BNA,CMH,BNA,118,1.0,10.432203389830509,0.2288135593220339
CMH-BOS,CMH,BOS,212,-2.5660377358490565,-2.7216981132075473,0.14622641509433962
CMH-BWI,CMH,BWI,149,-3.046979865771812,5.053691275167785,0.14093959731543623
CMH-CLT,CMH,CLT,290,12.772413793103448,18.079310344827586,0.23103448275862068
CMH-DAL,CMH,DAL,64,-3.375,8.3125,0.125
CMH-DCA,CMH,DCA,304,-2.5296052631578947,4.440789473684211,0.13157894736842105
CMH-DEN,CMH,DEN,267,0.5355805243445693,11.202247191011235,0.1760299625468165
CMH-DFW,CMH,DFW,237,11.012658227848101,17.89451476793249,0.2109704641350211
CMH-DTW,CMH,DTW,177,1.8022598870056497,7.468926553672317,0.1864406779661017
