year,month,airline,avg_arr_delay,rolling_3mo_avg_delay,rolling_3mo_flights
2025,10,DL,2.0572364316905802,0.9933790059491588,264184
2024,1,F9,14.69526585157805,14.69526585157805,14068
2024,2,F9,3.7438748052683755,9.219570328423213,28190
2024,3,F9,21.615859083091156,13.351666579979193,45051
2024,4,F9,18.619708246501936,14.659814044953821,47778
2024,5,F9,20.82113552508398,20.352234284892358,51815
2024,6,F9,24.644544494469457,21.361796088685125,52945
2024,7,F9,22.19198016600194,22.55255339518513,54704
2024,8,F9,18.55989669194417,21.798807117471856,54743
2024,9,F9,8.285398744478028,16.34575853414138,53956
2024,10,F9,9.857068305694074,12.234121247372093,52648
2024,11,F9,7.409983915441177,8.517483655204426,51858
2024,12,F9,8.924867601699354,8.730639940944869,51837
2025,1,F9,10.799259944495837,9.044703820545456,49725
2025,2,F9,10.29404816589015,10.006058570695114,47556
2025,3,F9,10.690717185385656,10.594675098590548,48848
2025,4,F9,13.262397772751001,11.415721041342268,50955
2025,5,F9,19.511941521204864,14.488352159780506,51585
2025,6,F9,27.367088607594937,20.047142633850267,48673
2025,7,F9,25.928419071518192,24.26914973343933,47372
2025,8,F9,15.438580472364256,22.911362717159125,47931
2025,9,F9,5.65988548332772,15.67562834240339,47213
2025,10,F9,9.334776934029426,10.144414296573801,48129
2024,1,G4,10.481851719623943,10.481851719623943,8403
2024,2,G4,4.832664621194241,7.657258170409092,16877
2024,3,G4,10.895255474452554,8.736590605090246,27837
2024,4,G4,0.429345470307759,5.385755188651518,28662
2024,5,G4,7.631871590432228,6.318824178397514,29720
2024,6,G4,14.117189439708682,7.392802166816224,30843
2024,7,G4,20.11875301301623,13.955938014385714,34061
2024,8,G4,13.720508568269763,15.985483673664893,33574
2024,9,G4,2.72534165181224,12.18820107769941,28223
2024,10,G4,2.878006273963053,6.441285498015019,24384
2024,11,G4,0.7375457038391224,2.1136312098714716,24091
2024,12,G4,17.90896614821592,7.174839375339366,28289
2025,1,G4,9.521677866897898,9.389396572984314,28908
2025,2,G4,13.184961758052355,13.538535257722058,29439
2025,3,G4,9.380611630009039,10.695750418319763,31785
2025,4,G4,6.546720410406742,9.704097932822712,33475
2025,5,G4,12.161092026758272,9.36280802239135,35254
2025,6,G4,19.519015008013987,12.742275815059665,35704
2025,7,G4,21.273785570566254,17.651297535112835,38704
2025,8,G4,15.740945482272208,18.84458202028415,38134
2025,9,G4,3.5138648180242633,13.509531956954241,31332
2025,10,G4,8.96989966555184,9.40823665528277,27881
2024,1,HA,10.656481481481482,10.656481481481482,6480
2024,2,HA,7.938656442740457,9.297568962110969,12479
2024,3,HA,1.8037077426390404,6.7996152222869926,18898
2024,4,HA,4.389957095185126,4.710773760188208,18711
2024,5,HA,7.672115977791487,4.621926938538551,19196
2024,6,HA,3.985042735042735,5.349038602673116,19329
2024,7,HA,4.913968957871397,5.523709223568539,19801
2024,8,HA,2.5284758364312268,3.8091625097817867,20042
2024,9,HA,0.5739211715220439,2.672121988608222,19909
2024,10,HA,2.347004608294931,1.8164672054160673,19654
2024,11,HA,-0.12097530478274461,0.93331682501141,19327
2024,12,HA,4.427821128451381,2.217950143987856,19572
2025,1,HA,6.016306004266991,3.441050609311876,19624
2025,2,HA,5.61849132176235,5.354206151493574,19218
2025,3,HA,6.082785415421399,5.905860913816913,19246
2025,4,HA,5.467220683287166,5.722832473490304,19182
2025,5,HA,3.106578569376616,4.8855282226950605,20152
2025,6,HA,7.585701728684442,5.3865003271160745,20286
2025,7,HA,9.402993585174626,6.698424627745228,20803
2025,8,HA,4.789002742098427,7.259232685319165,20770
2025,9,HA,2.4307308711235778,5.540909066132211,20361
2025,10,HA,8.825292953888297,5.348342189036767,19917
2024,1,MQ,13.297810071652034,13.297810071652034,19818
2024,2,MQ,-1.9686192468619246,5.664595412395054,39894
2024,3,MQ,4.505995631435831,5.278395485408647,62327
2024,4,MQ,5.4740766733924024,2.670484352655436,65307
2024,5,MQ,21.295510169634568,10.425194158154268,68929
2024,6,MQ,13.159245466321243,13.309610769782738,71200
2024,7,MQ,13.437807285819364,15.964187640591724,74233
2024,8,MQ,5.028095127069247,10.541715959736619,76269
2024,9,MQ,0.104271463892915,6.190057958927176,75023
2024,10,MQ,-4.531872340425532,0.20016475017887667,72692
2024,11,MQ,-1.0287946015899427,-1.81879849270752,68594
2024,12,MQ,6.6453060491832705,0.3615463690559319,67420
2025,1,MQ,4.806040268456376,3.4741839053499013,64780
2025,2,MQ,3.4645529034556466,4.971966407031764,62793
2025,3,MQ,5.661103979460847,4.643899050457623,63879
2025,4,MQ,6.914244798247831,5.3466338937214415,66761
2025,5,MQ,7.62456393600385,6.733304237904176,72051
2025,6,MQ,11.472818257638941,8.670542330630207,75059
2025,7,MQ,10.57388648890213,9.89042289418164,78169
2025,8,MQ,6.9883054345333635,9.678336727024812,79396
2025,9,MQ,1.5871967331251502,6.3831295521868805,77996
2025,10,MQ,3.4287446714684697,4.001415613042328,78356
2024,1,NK,9.66945107398568,9.66945107398568,20112
2024,2,NK,4.887373048355313,7.2784120611704965,39903
2024,3,NK,12.695744964652528,9.084189695664508,62394
2024,4,NK,2.045820120409945,6.542979377805929,64041
2024,5,NK,13.077564130387604,9.273043071816693,67289
2024,6,NK,11.91500634934536,9.012796866714302,67635
2024,7,NK,21.401430335021924,15.46466693825163,69367
2024,8,NK,16.14641968015528,16.48761878817419,70027
2024,9,NK,1.0397262312155928,12.862525415464267,67353
2024,10,NK,-1.5248855697422308,5.220420113876214,64617
2024,11,NK,-2.1999072356215215,-0.8950221913827198,60322
2024,12,NK,6.709760827407886,0.994989340681378,58723
2025,1,NK,0.6445321706339854,1.7181285874734502,54940
2025,2,NK,2.4399800660312714,3.2647576880243814,51589
2025,3,NK,3.887625554479172,2.324045930381476,52638
2025,4,NK,2.3490286466908135,2.8922114224004187,53888
2025,5,NK,11.901049988587081,6.0459013965856885,55359
2025,6,NK,10.323974454864507,8.191351030047466,53127
2025,7,NK,10.873601130875251,11.03287519144228,51883
2025,8,NK,7.937697807994374,9.711757797911376,51421
2025,9,NK,0.9506296891747053,6.587309542681443,48968
2025,10,NK,4.766962496421415,4.551763331196831,45962
2024,1,OH,14.944487228853806,14.944487228853806,15582
2024,2,OH,-2.4098591549295776,6.267314036962114,31202
2024,3,OH,2.467780153730567,5.000802742551598,48505
2024,4,OH,10.255884421838646,3.4379351402132117,51404
2024,5,OH,17.34838813495682,10.024017570175344,54427
2024,6,OH,6.69444596144394,11.432906172746469,55435
2024,7,OH,27.842631442631443,17.2951551796774,56259
2024,8,OH,15.238595094771405,16.59189083294893,57717
2024,9,OH,9.92404609475032,17.66842421071772,58931
2024,10,OH,1.4839368881285049,8.882192692550076,60668
2024,11,OH,-1.9503921768361006,3.152530268680908,60201
2024,12,OH,16.385623760460504,5.306389490584302,61349
2025,1,OH,14.10382912216723,9.513020235263879,59502
2025,2,OH,27.06181154043719,19.183754807688306,57389
2025,3,OH,14.511416390336333,18.559019017646918,57826
2025,4,OH,14.150323663390074,18.574517198054533,59486
2025,5,OH,21.22271093454408,16.628150329423494,63109
2025,6,OH,30.461577504821847,21.944870700918667,61701
2025,7,OH,26.053254137475886,25.9125141922806,60544
2025,8,OH,13.642106850278937,23.385646164192224,59297
2025,9,OH,1.573661299627629,13.756340762460818,58662
2025,10,OH,4.017215937038859,6.410994695648475,59294
2024,1,OO,15.140271908873784,15.140271908873784,54430
2024,2,OO,3.590067660027368,9.365169784450575,107046
2024,3,OO,2.846800072111051,7.192379880337401,162516
2024,4,OO,4.912888693920936,3.7832521420197853,167355
2024,5,OO,11.565043503811685,6.441577423281224,175998
2024,6,OO,12.380395610129968,9.619442602620863,181851
2024,7,OO,10.057746345467748,11.334395153136468,185928
2024,8,OO,8.743699221329729,10.393947058975815,189780
2024,9,OO,2.1506726179406113,6.984039394912696,192981
2024,10,OO,1.758198088442182,4.2175233092375075,198584
2024,11,OO,5.324615168670753,3.077828625017849,197592
2024,12,OO,10.050125542113673,5.710979599742203,198783
2025,1,OO,7.917102350336772,7.7639476870404,193527
2025,2,OO,10.700243400112338,9.555823764187595,188159
2025,3,OO,6.936695371677083,8.518013707375397,191886
2025,4,OO,5.195440972980847,7.610793248256756,196848
2025,5,OO,7.18149141482567,6.437875919827867,210431
2025,6,OO,15.480696856482052,9.285876414762855,214060
2025,7,OO,14.704764067760381,12.45565077968937,220257
2025,8,OO,9.450153280196199,13.211871401479543,221318
2025,9,OO,1.4460178783232562,8.533645075426612,217381
2025,10,OO,3.7092963318984133,4.868489163472623,214310
2024,1,UA,8.834783251140541,8.834783251140541,54141
2024,2,UA,0.597461901980566,4.7161225765605534,110640
2024,3,UA,3.0133289986996097,4.148524717273572,175236
2024,4,UA,3.742961169047266,2.451250689909147,181794
2024,5,UA,13.58413139169809,6.780140519814989,188678
2024,6,UA,10.811053612753922,9.379382057833093,186306
2024,7,UA,17.491644316071795,13.962276440174604,188618
2024,8,UA,9.964075100221338,12.755591009682353,189842
2024,9,UA,-1.7228476147234268,8.57762393385657,191489
2024,10,UA,-3.2017184460295938,1.679836346489439,196330
2024,11,UA,1.9716048019434935,-0.9843204196031756,195114
2024,12,UA,4.2692035981726555,1.0130299846955184,194942
2025,1,UA,1.2867572100365023,2.5091885367175504,187908
2025,2,UA,2.6550907793270317,2.7370171958453966,181964
2025,3,UA,1.8175406546674253,1.9197962146769865,185047
2025,4,UA,4.067227284805477,2.8466195729333115,188206
2025,5,UA,11.107270400571394,5.664012780014765,197963
2025,6,UA,13.571424235065566,9.581973973480812,197069
2025,7,UA,20.051990666472218,14.910228434036393,201662
2025,8,UA,10.009815572868524,14.544410158135435,202615
2025,9,UA,2.2506159646154305,10.770807401318725,204101
2025,10,UA,3.780593620128047,5.347008385870667,206755
2024,1,WN,6.408672634431199,6.408672634431199,111823
2024,2,WN,0.7046237862919009,3.55664821036155,216564
2024,3,WN,6.785007493835716,4.6327679715196055,340666
2024,4,WN,4.670940989366929,4.053524089831515,348940
2024,5,WN,12.880387612190551,8.112112031797732,365867
2024,6,WN,9.898355900203386,9.149894833920289,365176
2024,7,WN,12.117072709061226,11.631938740485054,371872
2024,8,WN,5.054247775542904,9.023225461602506,367536
2024,9,WN,-0.27062140843059573,5.6335663587245115,356193
2024,10,WN,-1.2546705747419395,1.1763185974567896,347105
2024,11,WN,-2.48260772692839,-1.3359665700336418,341978
2024,12,WN,4.699590326874211,0.3207706750679604,345612
2025,1,WN,-1.1715009140589103,0.34849389529563685,330198
2025,2,WN,0.22500551976074346,1.2510316441920146,317635
2025,3,WN,2.969236471460341,0.6742470257207248,323343
2025,4,WN,4.3733178396575445,2.5225199436262096,338089
2025,5,WN,8.23576048929048,5.192771600136122,357640
2025,6,WN,12.559313112704784,8.38946381388427,357822
2025,7,WN,14.670965245986201,11.822012949327155,364857
2025,8,WN,6.434074892184706,11.221451083625231,359748
2025,9,WN,2.5843990699026302,7.896479736024513,348252
2025,10,WN,6.488670844327177,5.169048268804838,345460
2024,1,YX,0.3199560701047911,0.3199560701047911,21853
2024,2,YX,-11.138839327636397,-5.409441628765803,43151
2024,3,YX,-8.590373847167326,-6.469752368232977,67439
2024,4,YX,-3.606691198240494,-7.778634791014738,69229
2024,5,YX,0.8382079392092453,-3.7862857020661913,73198
2024,6,YX,2.5419493489528464,-0.07551130335946739,72641
2024,7,YX,9.03040893387965,4.136855407347247,73892
2024,8,YX,6.170965732087227,5.914441338306575,72700
2024,9,YX,-6.04475138121547,3.052207761583803,74309
2024,10,YX,-8.304294930875576,-2.726026860001273,76540
2024,11,YX,-4.387383091876032,-6.245476467989026,79730
2024,12,YX,1.3816303946883068,-3.7700158760211004,81500
2025,1,YX,-2.2880886426592797,-1.7646137799490014,81089
2025,2,YX,4.829497397527652,1.307679716518893,78416
2025,3,YX,0.23109597697114373,0.9241682439465052,79792
2025,4,YX,0.3674992006252887,1.8093641917080279,81225
2025,5,YX,10.499560857791115,3.699385345129183,83959
2025,6,YX,13.683016954064628,8.183359004160344,83077
2025,7,YX,15.633127326611008,13.27190171282225,82599
2025,8,YX,1.1111564071205327,10.142433562598724,84709
2025,9,YX,1.0711340575812986,5.93847259710428,84996
2025,10,YX,7.562914795200108,3.248401753300646,87161
