airport,n_departures,avg_dep_delay,pct_arr_del15,cancellation_rate
PSP,2859,10.373557187827911,0.18957677509618748,0.02556237218813906
PVD,1894,10.04857444561774,0.16737064413938754,0.027720739219712527
PVU,321,4.183800623052959,0.1277258566978193,0.006191950464396285
PWM,1174,13.547700170357752,0.13287904599659284,0.03849303849303849
RAP,584,23.325342465753426,0.18493150684931506,0.029900332225913623
RDD,180,4.733333333333333,0.10555555555555556,0.0055248618784530384
RDM,965,34.10259067357513,0.27253886010362693,0.05299313052011776
RDU,8737,9.138033649994277,0.1738583037655946,0.015881955395359314
RFD,128,12.640625,0.1875,0.0
RHI,119,4.319327731092437,0.10084033613445378,0.008333333333333333
RIC,2616,11.477064220183486,0.20336391437308868,0.010964083175803403
RIW,77,8.324675324675324,0.12987012987012986,0.06097560975609756
RKS,77,5.324675324675325,0.12987012987012986,0.01282051282051282
RNO,2980,12.977852348993288,0.17751677852348993,0.011936339522546418
ROA,487,15.611909650924025,0.1971252566735113,0.03373015873015873
ROC,1842,13.535830618892508,0.19272529858849077,0.02694136291600634
ROW,120,24.008333333333333,0.21666666666666667,0.024390243902439025
RST,192,4.0625,0.06770833333333333,0.025380710659898477
RSW,7617,10.701063410791651,0.20099776815019035,0.020195523540005145
SAF,240,4.0375,0.19166666666666668,0.008264462809917356
SAN,13656,9.02489748096075,0.17472173403632102,0.028319339689768037
SAT,6307,7.765657206278738,0.15760266370699222,0.016682257561584035
SAV,2638,9.053828658074298,0.13191811978771797,0.010873640794900637
SBA,1059,11.32389046270066,0.1954674220963173,0.042495479204339964
SBN,991,19.046417759838548,0.24217961654894046,0.04527938342967245
SBP,675,13.466666666666667,0.17629629629629628,0.013157894736842105
SCC,92,-3.217391304347826,0.11956521739130435,0.0707070707070707
SCE,53,0.9245283018867925,0.11320754716981132,0.07017543859649122
SCK,78,20.371794871794872,0.28205128205128205,0.0
SDF,3439,8.720267519627798,0.1785402733352719,0.012632787826586276
SEA,22853,10.091454076051285,0.1959480155778235,0.04184310930359314
SFB,1502,6.969374167776298,0.19241011984021306,0.006613756613756613
SFO,19765,16.407336200354163,0.22140146724007084,0.03660557613569897
SGF,1153,19.00520381613183,0.22376409366869038,0.0270042194092827
SGU,402,3.917910447761194,0.16417910447761194,0.0024813895781637717
SHR,119,5.689075630252101,0.11764705882352941,0.06299212598425197
SHV,592,13.02027027027027,0.1858108108108108,0.042071197411003236
SIT,179,0.1340782122905028,0.15083798882681565,0.032432432432432434
SJC,7380,5.568292682926829,0.14281842818428184,0.013368983957219251
SJT,180,17.216666666666665,0.19444444444444445,0.01098901098901099
