year,month,airline,airline_avg_delay,month_avg_delay,delay_vs_month_avg
2024,1,9E,10.534366162547645,10.813144568200023,-0.2787784056523783
2024,1,AA,19.12189545060317,10.813144568200023,8.308750882403146
2024,1,AS,10.267603711790393,10.813144568200023,-0.5455408564096302
2024,1,B6,13.470227579756832,10.813144568200023,2.657083011556809
2024,1,DL,4.354044326577003,10.813144568200023,-6.4591002416230205
2024,1,F9,14.69526585157805,10.813144568200023,3.8821212833780265
2024,1,G4,10.481851719623943,10.813144568200023,-0.33129284857608
2024,1,HA,10.656481481481482,10.813144568200023,-0.15666308671854168
2024,1,MQ,13.297810071652034,10.813144568200023,2.4846655034520104
2024,1,NK,9.66945107398568,10.813144568200023,-1.143693494214343
2024,1,OH,14.944487228853806,10.813144568200023,4.131342660653782
2024,1,OO,15.140271908873784,10.813144568200023,4.32712734067376
2024,1,UA,8.834783251140541,10.813144568200023,-1.9783613170594823
2024,1,WN,6.408672634431199,10.813144568200023,-4.404471933768824
2024,1,YX,0.3199560701047911,10.813144568200023,-10.493188498095233
2024,2,9E,-6.477792906697789,0.7598288096578932,-7.237621716355682
2024,2,AA,4.829192588132986,0.7598288096578932,4.0693637784750925
2024,2,AS,-1.0255889035035275,0.7598288096578932,-1.7854177131614208
2024,2,B6,7.5283108393083085,0.7598288096578932,6.768482029650415
2024,2,DL,-4.234094008801901,0.7598288096578932,-4.993922818459795
2024,2,F9,3.7438748052683755,0.7598288096578932,2.984045995610482
2024,2,G4,4.832664621194241,0.7598288096578932,4.072835811536348
2024,2,HA,7.938656442740457,0.7598288096578932,7.178827633082563
2024,2,MQ,-1.9686192468619246,0.7598288096578932,-2.728448056519818
2024,2,NK,4.887373048355313,0.7598288096578932,4.1275442386974195
2024,2,OH,-2.4098591549295776,0.7598288096578932,-3.169687964587471
2024,2,OO,3.590067660027368,0.7598288096578932,2.830238850369475
2024,2,UA,0.597461901980566,0.7598288096578932,-0.1623669076773272
2024,2,WN,0.7046237862919009,0.7598288096578932,-0.05520502336599231
2024,2,YX,-11.138839327636397,0.7598288096578932,-11.89866813729429
2024,3,9E,-3.7859572970436415,6.2973992779972,-10.083356575040842
2024,3,AA,16.497277766170562,6.2973992779972,10.199878488173361
2024,3,AS,4.156903980303652,6.2973992779972,-2.1404952976935476
2024,3,B6,17.553537824614228,6.2973992779972,11.256138546617027
2024,3,DL,2.000121128432477,6.2973992779972,-4.297278149564723
2024,3,F9,21.615859083091156,6.2973992779972,15.318459805093955
2024,3,G4,10.895255474452554,6.2973992779972,4.597856196455354
2024,3,HA,1.8037077426390404,6.2973992779972,-4.49369153535816
2024,3,MQ,4.505995631435831,6.2973992779972,-1.7914036465613687
2024,3,NK,12.695744964652528,6.2973992779972,6.398345686655328
2024,3,OH,2.467780153730567,6.2973992779972,-3.829619124266633
2024,3,OO,2.846800072111051,6.2973992779972,-3.450599205886149
2024,3,UA,3.0133289986996097,6.2973992779972,-3.28407027929759
2024,3,WN,6.785007493835716,6.2973992779972,0.48760821583851577
2024,3,YX,-8.590373847167326,6.2973992779972,-14.887773125164525
2024,4,9E,-2.237950731881471,4.960120227776537,-7.198070959658008
2024,4,AA,12.724005023063821,4.960120227776537,7.763884795287284
2024,4,AS,3.4112410723527584,4.960120227776537,-1.5488791554237786
2024,4,B6,7.11771526517443,4.960120227776537,2.1575950373978934
2024,4,DL,2.451901106208064,4.960120227776537,-2.508219121568473
2024,4,F9,18.619708246501936,4.960120227776537,13.6595880187254
2024,4,G4,0.429345470307759,4.960120227776537,-4.5307747574687784
2024,4,HA,4.389957095185126,4.960120227776537,-0.5701631325914107
2024,4,MQ,5.4740766733924024,4.960120227776537,0.5139564456158654
2024,4,NK,2.045820120409945,4.960120227776537,-2.914300107366592
2024,4,OH,10.255884421838646,4.960120227776537,5.295764194062109
2024,4,OO,4.912888693920936,4.960120227776537,-0.04723153385560064
2024,4,UA,3.742961169047266,4.960120227776537,-1.2171590587292709
2024,4,WN,4.670940989366929,4.960120227776537,-0.28917923840960835
2024,4,YX,-3.606691198240494,4.960120227776537,-8.566811426017031
2024,5,9E,3.1404358353510897,12.249249858503742,-9.108814023152652
2024,5,AA,30.066248806112704,12.249249858503742,17.816998947608962
2024,5,AS,5.904162724692526,12.249249858503742,-6.345087133811216
2024,5,B6,9.586321067070287,12.249249858503742,-2.6629287914334547
2024,5,DL,8.327223469133283,12.249249858503742,-3.9220263893704583
2024,5,F9,20.82113552508398,12.249249858503742,8.57188566658024
2024,5,G4,7.631871590432228,12.249249858503742,-4.617378268071514
2024,5,HA,7.672115977791487,12.249249858503742,-4.577133880712255
2024,5,MQ,21.295510169634568,12.249249858503742,9.046260311130826
2024,5,NK,13.077564130387604,12.249249858503742,0.8283142718838619
2024,5,OH,17.34838813495682,12.249249858503742,5.099138276453079
2024,5,OO,11.565043503811685,12.249249858503742,-0.6842063546920567
2024,5,UA,13.58413139169809,12.249249858503742,1.3348815331943484
2024,5,WN,12.880387612190551,12.249249858503742,0.6311377536868097
2024,5,YX,0.8382079392092453,12.249249858503742,-11.411041919294496
2024,6,9E,5.482910216718266,11.174809363945714,-5.691899147227448
2024,6,AA,22.953251473594854,11.174809363945714,11.77844210964914
2024,6,AS,7.4755826102757466,11.174809363945714,-3.6992267536699677
2024,6,B6,15.31205892958327,11.174809363945714,4.137249565637555
2024,6,DL,6.251108310642032,11.174809363945714,-4.923701053303682
2024,6,F9,24.644544494469457,11.174809363945714,13.469735130523743
2024,6,G4,14.117189439708682,11.174809363945714,2.9423800757629675
